Ticker,Company,Sector,Industry,Country
CEE,"The Central and Eastern Europe Fund, Inc.",Financial,Closed-End Fund - Foreign,USA
CEF,Sprott Physical Gold and Silver Trust,Financial,Asset Management,Canada
CEI,"Camber Energy, Inc.",Energy,Oil & Gas E&P,USA
CEIX,CONSOL Energy Inc.,Energy,Thermal Coal,USA
CELC,Celcuity Inc.,Healthcare,Diagnostics & Research,USA
CELH,"Celsius Holdings, Inc.",Consumer Defensive,Beverages - Non-Alcoholic,USA
CELP,"Cypress Environmental Partners, L.P.",Energy,Oil & Gas Equipment & Services,USA
CEM,ClearBridge MLP and Midstream Fund Inc,Financial,Closed-End Fund - Equity,USA
CEMI,"Chembio Diagnostics, Inc.",Healthcare,Diagnostics & Research,USA
CEN,Center Coast Brookfield MLP & Energy Infrastructure Fund,Financial,Closed-End Fund - Equity,USA
CENHU,Centricus Acquisition Corp.,Financial,Shell Companies,United Kingdom
CENT,Central Garden & Pet Company,Consumer Defensive,Packaged Foods,USA
CENTA,Central Garden & Pet Company,Consumer Defensive,Packaged Foods,USA
CENX,Century Aluminum Company,Basic Materials,Aluminum,USA
CEPU,Central Puerto S.A.,Utilities,Utilities - Regulated Electric,Argentina
CEQP,Crestwood Equity Partners LP,Energy,Oil & Gas Midstream,USA
CERC,Cerecor Inc.,Healthcare,Biotechnology,USA
CERE,"Cerevel Therapeutics Holdings, Inc.",Healthcare,Biotechnology,USA
CERN,Cerner Corporation,Healthcare,Health Information Services,USA
CERS,Cerus Corporation,Healthcare,Biotechnology,USA
CERT,"Certara, Inc.",Healthcare,Biotechnology,USA
CET,Central Securities Corp.,Financial,Asset Management,USA
CETX,"Cemtrex, Inc.",Industrials,Conglomerates,USA
CEV,Eaton Vance California Municipal Income Trust,Financial,Asset Management,USA
CEVA,"CEVA, Inc.",Technology,Semiconductors,USA
CF,"CF Industries Holdings, Inc.",Basic Materials,Agricultural Inputs,USA
CFAC,CF Finance Acquisition Corp. III,Financial,Shell Companies,USA
CFACU,CF Finance Acquisition Corp. III,Financial,Shell Companies,USA
CFB,"CrossFirst Bankshares, Inc.",Financial,Banks - Regional,USA
CFBK,CF Bankshares Inc.,Financial,Banks - Regional,USA
CFFEU,CF Acquisition Corp. VIII,Financial,Shell Companies,USA
CFFI,C&F Financial Corporation,Financial,Banks - Regional,USA
CFFN,"Capitol Federal Financial, Inc.",Financial,Banks - Regional,USA
CFFVU,CF Acquisition Corp. V,Financial,Shell Companies,USA
CFG,"Citizens Financial Group, Inc.",Financial,Banks - Regional,USA
CFIV,CF Acquisition Corp. IV,Financial,Shell Companies,USA
CFIVU,CF Acquisition Corp. IV,Financial,Shell Companies,USA
CFMS,"Conformis, Inc.",Healthcare,Medical Devices,USA
CFR,"Cullen/Frost Bankers, Inc.",Financial,Banks - Regional,USA
CFRX,ContraFect Corporation,Healthcare,Biotechnology,USA
CFVIU,CF Acquisition Corp. VI,Financial,Shell Companies,USA
CFX,Colfax Corporation,Industrials,Specialty Industrial Machinery,USA
CG,The Carlyle Group Inc.,Financial,Asset Management,USA
CGA,"China Green Agriculture, Inc.",Basic Materials,Agricultural Inputs,China
CGAU,Centerra Gold Inc.,Basic Materials,Gold,Canada
CGBD,"TCG BDC, Inc.",Financial,Asset Management,USA
CGC,Canopy Growth Corporation,Healthcare,Drug Manufacturers - Specialty & Generic,Canada
CGEM,"Cullinan Oncology, Inc.",Healthcare,Biotechnology,USA
CGEN,Compugen Ltd.,Healthcare,Biotechnology,Israel
CGNT,Cognyte Software Ltd.,Technology,Software - Infrastructure,Israel
CGNX,Cognex Corporation,Technology,Scientific & Technical Instruments,USA
CGO,Calamos Global Total Return Fund,Financial,Closed-End Fund - Equity,USA
CGRN,Capstone Green Energy Corporation,Industrials,Specialty Industrial Machinery,USA
CHAA,Catcha Investment Corp,Financial,Shell Companies,Malaysia
CHCI,"Comstock Holding Companies, Inc.",Real Estate,Real Estate - Diversified,USA
CHCO,City Holding Company,Financial,Banks - Regional,USA
CHCT,Community Healthcare Trust Incorporated,Real Estate,REIT - Healthcare Facilities,USA
CHD,"Church & Dwight Co., Inc.",Consumer Defensive,Household & Personal Products,USA
CHDN,Churchill Downs Incorporated,Consumer Cyclical,Gambling,USA
CHE,Chemed Corporation,Healthcare,Medical Care Facilities,USA
CHEF,"The Chefs' Warehouse, Inc.",Consumer Defensive,Food Distribution,USA
CHEK,Check-Cap Ltd.,Healthcare,Diagnostics & Research,Israel
CHFW,Consonance-HFW Acquisition Corp.,Financial,Shell Companies,USA
CHGG,"Chegg, Inc.",Consumer Defensive,Education & Training Services,USA
CHH,"Choice Hotels International, Inc.",Consumer Cyclical,Lodging,USA
CHI,Calamos Convertible Opportunities and Income Fund,Financial,Closed-End Fund - Debt,USA
CHK,Chesapeake Energy Corporation,Energy,Oil & Gas E&P,USA
CHKP,Check Point Software Technologies Ltd.,Technology,Software - Application,Israel
CHMA,"Chiasma, Inc.",Healthcare,Biotechnology,USA
CHMG,Chemung Financial Corporation,Financial,Banks - Regional,USA
CHMI,Cherry Hill Mortgage Investment Corporation,Real Estate,REIT - Mortgage,USA
CHN,"The China Fund, Inc.",Financial,Closed-End Fund - Foreign,USA
CHNG,Change Healthcare Inc.,Healthcare,Health Information Services,USA
CHNR,"China Natural Resources, Inc.",Basic Materials,Other Industrial Metals & Mining,Hong Kong
CHPM,CHP Merger Corp.,Financial,Shell Companies,USA
CHPT,"ChargePoint Holdings, Inc.",Consumer Cyclical,Specialty Retail,USA
CHRA,"Charah Solutions, Inc.",Industrials,Waste Management,USA
CHRS,"Coherus BioSciences, Inc.",Healthcare,Biotechnology,USA
CHRW,"C.H. Robinson Worldwide, Inc.",Industrials,Integrated Freight & Logistics,USA
CHS,"Chico's FAS, Inc.",Consumer Cyclical,Apparel Retail,USA
CHSCL,CHS Inc.,Consumer Defensive,Farm Products,USA
CHSCM,CHS Inc.,Consumer Defensive,Farm Products,USA
CHSCN,CHS Inc.,Consumer Defensive,Farm Products,USA
CHSCO,CHS Inc.,Consumer Defensive,Farm Products,USA
CHSCP,CHS Inc.,Consumer Defensive,Farm Products,USA
CHT,"Chunghwa Telecom Co., Ltd.",Communication Services,Telecom Services,Taiwan
CHTR,"Charter Communications, Inc.",Communication Services,Entertainment,USA
CHUY,"Chuy's Holdings, Inc.",Consumer Cyclical,Restaurants,USA
CHW,Calamos Global Dynamic Income Fund,Financial,Closed-End Fund - Equity,USA
CHWY,"Chewy, Inc.",Consumer Cyclical,Internet Retail,USA
CHX,ChampionX Corporation,Energy,Oil & Gas Equipment & Services,USA
CHY,Calamos Convertible and High Income Fund,Financial,Closed-End Fund - Debt,USA
CI,Cigna Corporation,Healthcare,Healthcare Plans,USA
CIA,"Citizens, Inc.",Financial,Insurance - Life,USA
CIB,Bancolombia S.A.,Financial,Banks - Regional,Colombia
CIDM,Cinedigm Corp.,Communication Services,Entertainment,USA
CIEN,Ciena Corporation,Technology,Communication Equipment,USA
CIF,MFS Intermediate High Income Fund,Financial,Closed-End Fund - Debt,USA
CIG,Companhia Energetica de Minas Gerais,Utilities,Utilities - Diversified,Brazil
CIGI,Colliers International Group Inc.,Real Estate,Real Estate Services,Canada
CIH,China Index Holdings Limited,Technology,Software - Application,China
CII,"BlackRock Enhanced Capital and Income Fund, Inc.",Financial,Closed-End Fund - Equity,USA
CIK,"Credit Suisse Asset Management Income Fund, Inc.",Financial,Asset Management,USA
CIM,Chimera Investment Corporation,Real Estate,REIT - Mortgage,USA
CINF,Cincinnati Financial Corporation,Financial,Insurance - Property & Casualty,USA
CINR,Ciner Resources LP,Basic Materials,Chemicals,USA
CIO,"City Office REIT, Inc.",Real Estate,REIT - Office,USA
CIR,"CIRCOR International, Inc.",Industrials,Specialty Industrial Machinery,USA
CIT,CIT Group Inc.,Financial,Banks - Regional,USA
CIVB,"Civista Bancshares, Inc.",Financial,Banks - Regional,USA
CIX,CompX International Inc.,Industrials,Security & Protection Services,USA
CIXX,CI Financial Corp,Financial,Asset Management,Canada
CIZN,Citizens Holding Company,Financial,Banks - Regional,USA
CJJD,"China Jo-Jo Drugstores, Inc.",Healthcare,Pharmaceutical Retailers,China
CKPT,"Checkpoint Therapeutics, Inc.",Healthcare,Biotechnology,USA
CKX,"CKX Lands, Inc.",Energy,Oil & Gas E&P,USA
CL,Colgate-Palmolive Company,Consumer Defensive,Household & Personal Products,USA
CLAR,Clarus Corporation,Consumer Cyclical,Leisure,USA
CLAS,Class Acceleration Corp.,Financial,Shell Companies,USA
CLB,Core Laboratories N.V.,Energy,Oil & Gas Equipment & Services,Netherlands
CLBK,"Columbia Financial, Inc.",Financial,Banks - Regional,USA
CLBS,"Caladrius Biosciences, Inc.",Healthcare,Biotechnology,USA
CLDR,"Cloudera, Inc.",Technology,Software - Application,USA
CLDT,Chatham Lodging Trust,Real Estate,REIT - Hotel & Motel,USA
CLDX,"Celldex Therapeutics, Inc.",Healthcare,Biotechnology,USA
CLEU,China Liberal Education Holdings Limited,Consumer Defensive,Education & Training Services,China
CLF,Cleveland-Cliffs Inc.,Basic Materials,Steel,USA
CLFD,"Clearfield, Inc.",Technology,Communication Equipment,USA
CLGN,CollPlant Biotechnologies Ltd.,Healthcare,Biotechnology,Israel
CLGX,"CoreLogic, Inc.",Technology,Information Technology Services,USA
CLH,"Clean Harbors, Inc.",Industrials,Waste Management,USA
CLI,Mack-Cali Realty Corporation,Real Estate,REIT - Office,USA
CLII,Climate Change Crisis Real Impact I Acquisition Corporation,Financial,Shell Companies,USA
CLIM,Climate Real Impact Solutions II Acquisition Corporation,Financial,Shell Companies,USA
CLIR,ClearSign Technologies Corporation,Industrials,Pollution & Treatment Controls,USA
CLLS,Cellectis S.A.,Healthcare,Biotechnology,France
CLM,"Cornerstone Strategic Value Fund, Inc.",Financial,Asset Management,USA
CLMT,"Calumet Specialty Products Partners, L.P.",Energy,Oil & Gas E&P,USA
CLNC,"Colony Credit Real Estate, Inc.",Real Estate,REIT - Diversified,USA
CLNE,Clean Energy Fuels Corp.,Energy,Oil & Gas Refining & Marketing,USA
CLNN,Clene Inc.,Healthcare,Biotechnology,USA
CLNY,"Colony Capital, Inc.",Real Estate,REIT - Diversified,USA
CLOV,"Clover Health Investments, Corp.",Healthcare,Healthcare Plans,USA
CLPR,Clipper Realty Inc.,Real Estate,REIT - Diversified,USA
CLPS,CLPS Incorporation,Technology,Information Technology Services,Hong Kong
CLPT,"ClearPoint Neuro, Inc.",Healthcare,Medical Devices,USA
CLR,"Continental Resources, Inc.",Energy,Oil & Gas E&P,USA
CLRB,"Cellectar Biosciences, Inc.",Healthcare,Biotechnology,USA
CLRMU,Clarim Acquisition Corp.,Financial,Shell Companies,USA
CLRO,"ClearOne, Inc.",Technology,Communication Equipment,USA
CLS,Celestica Inc.,Technology,Electronic Components,Canada
CLSD,"Clearside Biomedical, Inc.",Healthcare,Biotechnology,USA
CLSK,"CleanSpark, Inc.",Technology,Software - Infrastructure,USA
CLSN,Celsion Corporation,Healthcare,Biotechnology,USA
CLVR,Clever Leaves Holdings Inc.,Healthcare,Drug Manufacturers - Specialty & Generic,USA
CLVS,"Clovis Oncology, Inc.",Healthcare,Biotechnology,USA
CLVT,Clarivate Plc,Technology,Information Technology Services,United Kingdom
CLW,Clearwater Paper Corporation,Basic Materials,Paper & Paper Products,USA
CLWT,Euro Tech Holdings Company Limited,Industrials,Pollution & Treatment Controls,Hong Kong
CLX,The Clorox Company,Consumer Defensive,Household & Personal Products,USA
CLXT,"Calyxt, Inc.",Consumer Defensive,Packaged Foods,USA
CM,Canadian Imperial Bank of Commerce,Financial,Banks - Diversified,Canada
CMA,Comerica Incorporated,Financial,Banks - Regional,USA
CMBM,Cambium Networks Corporation,Technology,Communication Equipment,USA
CMC,Commercial Metals Company,Basic Materials,Steel,USA
CMCL,Caledonia Mining Corporation Plc,Basic Materials,Gold,USA
CMCM,Cheetah Mobile Inc.,Technology,Software - Application,China
CMCO,Columbus McKinnon Corporation,Industrials,Farm & Heavy Construction Machinery,USA
CMCSA,Comcast Corporation,Communication Services,Entertainment,USA
CMCT,CIM Commercial Trust Corporation,Real Estate,REIT - Office,USA
CMD,Cantel Medical Corp.,Healthcare,Medical Instruments & Supplies,USA
CME,CME Group Inc.,Financial,Financial Data & Stock Exchanges,USA
CMG,"Chipotle Mexican Grill, Inc.",Consumer Cyclical,Restaurants,USA
CMI,Cummins Inc.,Industrials,Specialty Industrial Machinery,USA
CMIIU,CM Life Sciences II Inc.,Financial,Shell Companies,USA
CMLF,"CM Life Sciences, Inc.",Financial,Shell Companies,USA
CMLFU,"CM Life Sciences, Inc.",Financial,Shell Companies,USA
CMLS,Cumulus Media Inc.,Communication Services,Broadcasting,USA
CMLTU,CM Life Sciences III Inc.,Financial,Shell Companies,USA
CMMB,Chemomab Therapeutics Ltd.,Healthcare,Biotechnology,Israel
CMO,Capstead Mortgage Corporation,Real Estate,REIT - Mortgage,USA
CMP,"Compass Minerals International, Inc.",Basic Materials,Other Industrial Metals & Mining,USA
CMPI,"Checkmate Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA
CMPR,Cimpress plc,Communication Services,Advertising Agencies,Ireland
CMPS,COMPASS Pathways plc,Healthcare,Medical Care Facilities,United Kingdom
CMRE,Costamare Inc.,Industrials,Marine Shipping,Monaco
CMRX,"Chimerix, Inc.",Healthcare,Biotechnology,USA
CMS,CMS Energy Corporation,Utilities,Utilities - Regulated Electric,USA
CMT,"Core Molding Technologies, Inc.",Basic Materials,Specialty Chemicals,USA
CMTL,Comtech Telecommunications Corp.,Technology,Communication Equipment,USA
CMU,MFS High Yield Municipal Trust,Financial,Closed-End Fund - Debt,USA
CNA,CNA Financial Corporation,Financial,Insurance - Property & Casualty,USA
CNBKA,"Century Bancorp, Inc.",Financial,Banks - Regional,USA
CNC,Centene Corporation,Healthcare,Healthcare Plans,USA
CNCE,"Concert Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA
CND,Concord Acquisition Corp,Financial,Shell Companies,USA
CNDT,Conduent Incorporated,Technology,Information Technology Services,USA
CNET,ZW Data Action Technologies Inc.,Communication Services,Advertising Agencies,China
CNEY,CN Energy Group. Inc.,Basic Materials,Specialty Chemicals,China
CNF,CNFinance Holdings Limited,Financial,Mortgage Finance,China
CNFR,"Conifer Holdings, Inc.",Financial,Insurance - Property & Casualty,USA
CNHI,CNH Industrial N.V.,Industrials,Farm & Heavy Construction Machinery,United Kingdom
CNI,Canadian National Railway Company,Industrials,Railroads,Canada
CNK,"Cinemark Holdings, Inc.",Communication Services,Entertainment,USA
CNMD,CONMED Corporation,Healthcare,Medical Devices,USA
CNNE,"Cannae Holdings, Inc.",Consumer Cyclical,Restaurants,USA
CNO,"CNO Financial Group, Inc.",Financial,Insurance - Life,USA
CNOB,"ConnectOne Bancorp, Inc.",Financial,Banks - Regional,USA
CNP,"CenterPoint Energy, Inc.",Utilities,Utilities - Regulated Gas,USA
CNQ,Canadian Natural Resources Limited,Energy,Oil & Gas E&P,Canada
CNR,"Cornerstone Building Brands, Inc.",Industrials,Building Products & Equipment,USA
CNS,"Cohen & Steers, Inc.",Financial,Asset Management,USA
CNSL,"Consolidated Communications Holdings, Inc.",Communication Services,Telecom Services,USA
CNSP,"CNS Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA
CNST,"Constellation Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA
CNTB,Connect Biopharma Holdings Limited,Healthcare,Biotechnology,China
CNTG,Centogene N.V.,Healthcare,Diagnostics & Research,Germany
CNTY,"Century Casinos, Inc.",Consumer Cyclical,Resorts & Casinos,USA
CNX,CNX Resources Corporation,Energy,Oil & Gas E&P,USA
CNXC,Concentrix Corporation,Technology,Information Technology Services,USA
CNXN,"PC Connection, Inc.",Technology,Electronics & Computer Distribution,USA
CO,Global Cord Blood Corporation,Healthcare,Diagnostics & Research,Hong Kong
COCP,"Cocrystal Pharma, Inc.",Healthcare,Biotechnology,USA
CODA,"Coda Octopus Group, Inc.",Industrials,Aerospace & Defense,USA
CODI,Compass Diversified,Industrials,Conglomerates,USA
CODX,"Co-Diagnostics, Inc.",Healthcare,Diagnostics & Research,USA
COE,China Online Education Group,Consumer Defensive,Education & Training Services,China
COF,Capital One Financial Corporation,Financial,Credit Services,USA
COG,Cabot Oil & Gas Corporation,Energy,Oil & Gas E&P,USA
COGT,"Cogent Biosciences, Inc.",Healthcare,Biotechnology,USA
COHN,Cohen & Company Inc.,Financial,Capital Markets,USA
COHR,"Coherent, Inc.",Technology,Scientific & Technical Instruments,USA
COHU,"Cohu, Inc.",Technology,Semiconductor Equipment & Materials,USA
COIN,"Coinbase Global, Inc.",Technology,Software - Application,USA
COKE,"Coca-Cola Consolidated, Inc.",Consumer Defensive,Beverages - Non-Alcoholic,USA
COLB,"Columbia Banking System, Inc.",Financial,Banks - Regional,USA
COLD,Americold Realty Trust,Real Estate,REIT - Industrial,USA
COLI,Colicity Inc.,Financial,Shell Companies,USA
COLIU,Colicity Inc.,Financial,Shell Companies,USA
COLL,"Collegium Pharmaceutical, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,USA
COLM,Columbia Sportswear Company,Consumer Cyclical,Apparel Manufacturing,USA
COMM,"CommScope Holding Company, Inc.",Technology,Communication Equipment,USA
COMP,"Compass, Inc.",Technology,Software - Application,USA
COMS,COMSovereign Holding Corp.,Communication Services,Telecom Services,USA
CONE,CyrusOne Inc.,Real Estate,REIT - Specialty,USA
CONN,"Conn's, Inc.",Consumer Cyclical,Specialty Retail,USA
CONX,CONX Corp.,Financial,Shell Companies,USA
CONXU,CONX Corp.,Financial,Shell Companies,USA
COO,"The Cooper Companies, Inc.",Healthcare,Medical Instruments & Supplies,USA
COOL,Corner Growth Acquisition Corp.,Financial,Shell Companies,USA
COOLU,Corner Growth Acquisition Corp.,Financial,Shell Companies,USA
COOP,Mr. Cooper Group Inc.,Financial,Mortgage Finance,USA
COP,ConocoPhillips,Energy,Oil & Gas E&P,USA
COR,CoreSite Realty Corporation,Real Estate,REIT - Office,USA
CORE,"Core-Mark Holding Company, Inc.",Consumer Defensive,Food Distribution,USA
CORR,"CorEnergy Infrastructure Trust, Inc.",Real Estate,REIT - Diversified,USA
CORT,Corcept Therapeutics Incorporated,Healthcare,Biotechnology,USA
COST,Costco Wholesale Corporation,Consumer Defensive,Discount Stores,USA
COTY,Coty Inc.,Consumer Defensive,Household & Personal Products,USA
COUP,Coupa Software Incorporated,Technology,Software - Application,USA
COUR,"Coursera, Inc.",Consumer Defensive,Education & Training Services,USA
COVAU,COVA Acquisition Corp.,Financial,Shell Companies,USA
COWN,Cowen Inc.,Financial,Capital Markets,USA
CP,Canadian Pacific Railway Limited,Industrials,Railroads,Canada
CPA,"Copa Holdings, S.A.",Industrials,Airlines,Panama
CPAC,Cementos Pacasmayo S.A.A.,Basic Materials,Building Materials,Peru
CPB,Campbell Soup Company,Consumer Defensive,Packaged Foods,USA
CPE,Callon Petroleum Company,Energy,Oil & Gas E&P,USA
CPF,Central Pacific Financial Corp.,Financial,Banks - Regional,USA
CPG,Crescent Point Energy Corp.,Energy,Oil & Gas E&P,Canada
CPHC,Canterbury Park Holding Corporation,Consumer Cyclical,Gambling,USA
CPHI,"China Pharma Holdings, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,China
CPIX,Cumberland Pharmaceuticals Inc.,Healthcare,Drug Manufacturers - Specialty & Generic,USA
CPK,Chesapeake Utilities Corporation,Utilities,Utilities - Regulated Gas,USA
CPLG,CorePoint Lodging Inc.,Real Estate,REIT - Hotel & Motel,USA
CPLP,Capital Product Partners L.P.,Industrials,Marine Shipping,Greece
CPNG,"Coupang, Inc.",Consumer Cyclical,Internet Retail,South Korea
CPRI,Capri Holdings Limited,Consumer Cyclical,Apparel Manufacturing,United Kingdom
CPRT,"Copart, Inc.",Industrials,Specialty Business Services,USA
CPRX,"Catalyst Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA
CPS,Cooper-Standard Holdings Inc.,Consumer Cyclical,Auto Parts,USA
CPSH,CPS Technologies Corporation,Technology,Electronic Components,USA
CPSI,"Computer Programs and Systems, Inc.",Healthcare,Health Information Services,USA
CPSR,Capstar Special Purpose Acquisition Corp.,Financial,Shell Companies,USA
CPSS,"Consumer Portfolio Services, Inc.",Financial,Credit Services,USA
CPT,Camden Property Trust,Real Estate,REIT - Residential,USA
CPTA,Capitala Finance Corp.,Financial,Asset Management,USA
CPUH,Compute Health Acquisition Corp.,Financial,Shell Companies,USA
CPZ,Calamos Long/Short Equity & Dynamic Income Term Trust,Financial,Closed-End Fund - Equity,USA
CQP,"Cheniere Energy Partners, L.P.",Energy,Oil & Gas Midstream,USA
CR,Crane Co.,Industrials,Specialty Industrial Machinery,USA
CRAI,"CRA International, Inc.",Industrials,Consulting Services,USA
CRBP,"Corbus Pharmaceuticals Holdings, Inc.",Healthcare,Biotechnology,USA
CRC,California Resources Corporation,Energy,Oil & Gas E&P,USA
CRCT,"Cricut, Inc.",Technology,Computer Hardware,USA
CRD-A,Crawford & Company,Financial,Insurance Brokers,USA
CRD-B,Crawford & Company,Financial,Insurance Brokers,USA
CRDF,"Cardiff Oncology, Inc.",Healthcare,Biotechnology,USA
CREE,"Cree, Inc.",Technology,Semiconductors,USA
CREG,China Recycling Energy Corporation,Industrials,Waste Management,China
CRESY,Cresud SACIF y A ADR,Consumer Defensive,Farm Products,Argentina
CREX,"Creative Realities, Inc.",Technology,Software - Application,USA
CRF,"Cornerstone Total Return Fund, Inc.",Financial,Asset Management,USA
CRH,CRH plc,Basic Materials,Building Materials,Ireland
CRHC,Cohn Robbins Holdings Corp.,Financial,Shell Companies,USA
CRI,"Carter's, Inc.",Consumer Cyclical,Apparel Retail,USA
CRIS,"Curis, Inc.",Healthcare,Biotechnology,USA
CRK,"Comstock Resources, Inc.",Energy,Oil & Gas E&P,USA
CRKN,Crown ElectroKinetics Corp.,Basic Materials,Specialty Chemicals,USA
CRL,"Charles River Laboratories International, Inc.",Healthcare,Diagnostics & Research,USA
CRM,"salesforce.com, inc.",Technology,Software - Application,USA
CRMD,CorMedix Inc.,Healthcare,Biotechnology,USA
CRMT,"America's Car-Mart, Inc.",Consumer Cyclical,Auto & Truck Dealerships,USA
CRNC,Cerence Inc.,Technology,Software - Application,USA
CRNT,Ceragon Networks Ltd.,Technology,Communication Equipment,Israel
CRNX,"Crinetics Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA
CRON,Cronos Group Inc.,Healthcare,Drug Manufacturers - Specialty & Generic,Canada
CROX,"Crocs, Inc.",Consumer Cyclical,Footwear & Accessories,USA
CRS,Carpenter Technology Corporation,Industrials,Metal Fabrication,USA
CRSA,Crescent Acquisition Corp.,Financial,Shell Companies,USA
CRSP,CRISPR Therapeutics AG,Healthcare,Biotechnology,Switzerland
CRSR,"Corsair Gaming, Inc.",Technology,Computer Hardware,USA
CRT,Cross Timbers Royalty Trust,Energy,Oil & Gas E&P,USA
CRTD,"Creatd, Inc.",Communication Services,Internet Content & Information,USA
CRTO,Criteo S.A.,Communication Services,Advertising Agencies,France
CRTX,"Cortexyme, Inc.",Healthcare,Biotechnology,USA
CRU,Crucible Acquisition Corporation,Financial,Shell Companies,USA
CRUS,"Cirrus Logic, Inc.",Technology,Semiconductors,USA
CRVL,CorVel Corporation,Financial,Insurance Brokers,USA
CRVS,"Corvus Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA
CRWD,"CrowdStrike Holdings, Inc.",Technology,Software - Infrastructure,USA
CRWS,"Crown Crafts, Inc.",Consumer Cyclical,Apparel Manufacturing,USA
CRY,"CryoLife, Inc.",Healthcare,Medical Devices,USA
CRZNU,Corazon Capital V838 Monoceros Corp,Financial,Shell Companies,USA
CS,Credit Suisse Group AG,Financial,Banks - Diversified,Switzerland
CSAN,Cosan S.A.,Energy,Oil & Gas Refining & Marketing,Brazil
CSBR,"Champions Oncology, Inc.",Healthcare,Biotechnology,USA
CSCO,"Cisco Systems, Inc.",Technology,Communication Equipment,USA
CSCW,"Color Star Technology Co., Ltd.",Communication Services,Entertainment,USA
CSGP,"CoStar Group, Inc.",Real Estate,Real Estate Services,USA
CSGS,"CSG Systems International, Inc.",Technology,Software - Infrastructure,USA
CSII,"Cardiovascular Systems, Inc.",Healthcare,Medical Devices,USA
CSIQ,Canadian Solar Inc.,Technology,Solar,Canada
CSL,Carlisle Companies Incorporated,Industrials,Building Products & Equipment,USA
CSLT,"Castlight Health, Inc.",Healthcare,Health Information Services,USA
CSOD,"Cornerstone OnDemand, Inc.",Technology,Software - Application,USA
CSPI,CSP Inc.,Technology,Information Technology Services,USA
CSPR,Casper Sleep Inc.,Consumer Cyclical,"Furnishings, Fixtures & Appliances",USA
CSQ,Calamos Strategic Total Return Fund,Financial,Closed-End Fund - Debt,USA
CSR,Investors Real Estate Trust,Real Estate,Real Estate Services,USA
CSSE,"Chicken Soup for the Soul Entertainment, Inc.",Communication Services,Broadcasting,USA
CSTE,Caesarstone Ltd.,Industrials,Building Products & Equipment,Israel
CSTL,"Castle Biosciences, Inc.",Healthcare,Diagnostics & Research,USA
CSTM,Constellium SE,Basic Materials,Aluminum,France
CSTR,"Capstar Financial Holdings, Inc.",Financial,Banks - Regional,USA
CSU,Capital Senior Living Corporation,Healthcare,Medical Care Facilities,USA
CSV,"Carriage Services, Inc.",Consumer Cyclical,Personal Services,USA
CSWC,Capital Southwest Corporation,Financial,Asset Management,USA
CSWI,"CSW Industrials, Inc.",Industrials,Specialty Industrial Machinery,USA
CSX,CSX Corporation,Industrials,Railroads,USA
CTAC,Cerberus Telecom Acquisition Corp.,Financial,Shell Companies,USA
CTAQ,Carney Technology Acquisition Corp. II,Financial,Shell Companies,USA
CTAQU,Carney Technology Acquisition Corp. II,Financial,Shell Companies,USA
CTAS,Cintas Corporation,Industrials,Specialty Business Services,USA
CTB,Cooper Tire & Rubber Company,Consumer Cyclical,Auto Parts,USA
CTBI,"Community Trust Bancorp, Inc.",Financial,Banks - Regional,USA
CTEK,"CynergisTek, Inc.",Technology,Information Technology Services,USA
CTG,"Computer Task Group, Incorporated",Technology,Information Technology Services,USA
CTHR,"Charles & Colvard, Ltd.",Consumer Cyclical,Luxury Goods,USA
CTIB,Yunhong CTI Ltd.,Consumer Cyclical,Auto Parts,USA
CTIC,CTI BioPharma Corp.,Healthcare,Biotechnology,USA
CTK,CooTek (Cayman) Inc.,Technology,Software - Application,China
CTLP,"Cantaloupe, Inc.",Technology,Information Technology Services,USA
CTLT,"Catalent, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,USA
CTMX,"CytomX Therapeutics, Inc.",Healthcare,Biotechnology,USA
CTO,"CTO Realty Growth, Inc.",Real Estate,Real Estate - Development,USA
CTOS,"Custom Truck One Source, Inc.",Industrials,Rental & Leasing Services,USA
CTR,ClearBridge MLP and Midstream Total Return Fund Inc.,Financial,Closed-End Fund - Equity,USA
CTRE,"CareTrust REIT, Inc.",Real Estate,REIT - Healthcare Facilities,USA
CTRM,Castor Maritime Inc.,Industrials,Marine Shipping,Cyprus
CTRN,"Citi Trends, Inc.",Consumer Cyclical,Apparel Retail,USA
CTS,CTS Corporation,Technology,Electronic Components,USA
CTSH,Cognizant Technology Solutions Corporation,Technology,Information Technology Services,USA
CTSO,Cytosorbents Corporation,Healthcare,Medical Devices,USA
CTT,"CatchMark Timber Trust, Inc.",Real Estate,REIT - Specialty,USA
CTVA,"Corteva, Inc.",Basic Materials,Agricultural Inputs,USA
CTXR,"Citius Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA
CTXS,"Citrix Systems, Inc.",Technology,Software - Application,USA
CUB,Cubic Corporation,Industrials,Aerospace & Defense,USA
